NAME(Used only as reminder for value);VALUE;LABEL
OdBm::BuiltInParameter::RBS_PIPE_TYPE_FITTING_LOSS_METHOD_PARAM;-1140234;Loss Method
OdBm::BuiltInParameter::RBS_PIPE_INVERT_ELEVATION;-1140237;Invert Elevation
OdBm::BuiltInParameter::RBS_PIPE_OUTER_DIAMETER;-1140238;Outside Diameter
OdBm::BuiltInParameter::RBS_DUCT_TOP_ELEVATION;-1140239;Top Elevation
OdBm::BuiltInParameter::RBS_DUCT_BOTTOM_ELEVATION;-1140240;Bottom Elevation
OdBm::BuiltInParameter::RBS_PIPE_INSULATION_THICKNESS;-1140241;Insulation Thickness
OdBm::BuiltInParameter::RBS_PIPE_STATIC_PRESSURE;-1140242;Static Pressure
OdBm::BuiltInParameter::RBS_PIPE_FIXTURE_UNITS_PARAM;-1140246;Fixture Units
OdBm::BuiltInParameter::RBS_PIPE_FLOW_DIRECTION_PARAM;-1140248;Flow Direction
OdBm::BuiltInParameter::RBS_PIPE_FLOW_CONFIGURATION_PARAM;-1140249;Flow Configuration
OdBm::BuiltInParameter::RBS_PIPE_CWFU_PARAM;-1140250;CWFU
OdBm::BuiltInParameter::RBS_PIPE_HWFU_PARAM;-1140251;HWFU
OdBm::BuiltInParameter::RBS_PIPE_WFU_PARAM;-1140252;WFU
OdBm::BuiltInParameter::RBS_PIPE_VOLUME_PARAM;-1140253;Volume
OdBm::BuiltInParameter::RBS_CURVE_UTSLOPE;-1140254;Slope
OdBm::BuiltInParameter::RBS_DUCT_SLOPE;-1140255;Slope
OdBm::BuiltInParameter::RBS_PIPE_SLOPE;-1140256;Slope
OdBm::BuiltInParameter::RBS_PIPE_SYSTEM_FIXTURE_UNIT_PARAM;-1140257;Fixture Units
OdBm::BuiltInParameter::RBS_SHOW_PROFILE_TYPE;-1140258;Show Round
OdBm::BuiltInParameter::MEP_PROFILE_TYPE_PARAM;-1140259;Shape
OdBm::BuiltInParameter::RBS_FP_SPRINKLER_RESPONSE_PARAM;-1140260;Response
OdBm::BuiltInParameter::RBS_FP_SPRINKLER_COVERAGE_PARAM;-1140261;Coverage
OdBm::BuiltInParameter::RBS_FP_SPRINKLER_ORIFICE_PARAM;-1140262;Orifice
OdBm::BuiltInParameter::RBS_FP_SPRINKLER_PRESSURE_CLASS_PARAM;-1140263;Pressure Class
OdBm::BuiltInParameter::RBS_FP_SPRINKLER_K_FACTOR_PARAM;-1140264;K-Factor
OdBm::BuiltInParameter::RBS_FP_SPRINKLER_TEMPERATURE_RATING_PARAM;-1140265;Temperature Rating
OdBm::BuiltInParameter::RBS_FP_SPRINKLER_ORIFICE_SIZE_PARAM;-1140266;Orifice Size
OdBm::BuiltInParameter::RBS_PARALLELCONDUITS_HORIZONTAL_NUMBER;-1140268;Horizontal Number for parallel conduits
OdBm::BuiltInParameter::RBS_PARALLELCONDUITS_VERTICAL_NUMBER;-1140269;Vertical Number for parallel conduits
OdBm::BuiltInParameter::RBS_PARALLELCONDUITS_HORIZONTAL_OFFSET_VALUE;-1140270;Horizontal Offset value for parallel conduits
OdBm::BuiltInParameter::RBS_PARALLELCONDUITS_VERTICAL_OFFSET_VALUE;-1140271;Vertical Offset value for parallel conduits
OdBm::BuiltInParameter::RBS_PARALLELPIPES_HORIZONTAL_NUMBER;-1140272;Horizontal Number for parallel pipes
OdBm::BuiltInParameter::RBS_PARALLELPIPES_VERTICAL_NUMBER;-1140273;Vertical Number for parallel pipes
OdBm::BuiltInParameter::RBS_PARALLELPIPES_HORIZONTAL_OFFSET_VALUE;-1140274;Horizontal Offset value for parallel pipes
OdBm::BuiltInParameter::RBS_PARALLELPIPES_VERTICAL_OFFSET_VALUE;-1140275;Vertical Offset value for parallel pipes
OdBm::BuiltInParameter::RBS_ROUTING_PREFERENCE_PARAM;-1140276;Routing Preferences
OdBm::BuiltInParameter::RBS_PIPE_SEGMENT_PARAM;-1140277;Pipe Segment
OdBm::BuiltInParameter::RBS_PIPE_JOINTTYPE_PARAM;-1140278;Connection Type
OdBm::BuiltInParameter::RBS_SEGMENT_DESCRIPTION_PARAM;-1140279;Segment Description
OdBm::BuiltInParameter::RBS_DUCT_ROUTING_PREFERENCE_PARAM;-1140280;Routing Preferences
OdBm::BuiltInParameter::ROUTING_PREFERENCE_PARAM;-1140281;Routing Preference
OdBm::BuiltInParameter::RBS_DUCT_PRESSURE_DROP;-1140282;Pressure Drop
OdBm::BuiltInParameter::RBS_PIPE_SIZE_MINIMUM;-1140283;Minimum Size
